accel_x,accel_y,accel_z,angle_ankle,angle_knee,angle_shank,angle_thigh,current_ankle,current_knee,current_qaxis_ankle,current_qaxis_knee,ground_reaction_force_vertical,gyro_x,gyro_y,gyro_z,impedance_current_desired_ankle,impedance_current_desired_knee,impedance_damping_ankle,impedance_damping_knee,impedance_equilibrium_angle_ankle,impedance_equilibrium_angle_knee,impedance_stiffness_ankle,impedance_stiffness_knee,impedance_torque_desired_ankle,impedance_torque_desired_knee,loadcell_force_sagittal,loadcell_force_x,loadcell_force_y,loadcell_force_z,loadcell_moment_x,loadcell_moment_y,loadcell_moment_z,velocity_ankle,velocity_knee
-0.0989037187030469,-0.150718240326273,0.0762642779868446,5.05521368728282,30.4989160436005,2.09126249445026,-28.4115190289608,-0.525455101188953,-0.675105115091275,-0.199523888644497,-0.256348444428489,0.132516859920537,-0.884579933615448,13.0465323069592,3.66700054922729,-0.0163389510158955,-0.0163321810777657,0.000810372771474879,0.000810372771474879,8.00000000000001,57.9709921567431,0.0405186385737439,0.108591447460589,-0.0011668712116117,-0.00123245761909363,10.416449893133,9.41728745779112,5.31379725285737,80.6432281381881,-0.731435833933837,-0.421082483068101,0.226650628419748,3.56274030304496,7.01357129094967
-0.189685661249836,-0.288220672234273,0.723042050519082,10.4663759731082,63.2961817745015,4.71242100643561,-58.5920576532203,-1.1482912610488,-0.859397517978277,-0.436024956618628,-0.326327281418465,0.261781218345866,1.35090656938517,29.9650524887633,-3.4917655766777,-0.0279154515690343,0.00691745439016705,0.000810372771474879,0.000810372771474879,7.56159455262785,55.0727655957812,0.0405186385737439,0.108513752698872,-0.00199362472923489,0.000522004337773384,11.8228708615885,5.56209918995143,11.1579651286927,159.962189471712,-1.76670756239066,-2.19241446562206,0.408261063924579,3.30886614485528,29.4258692367573
-0.179181638735689,-0.233661262196427,1.1777994361858,9.28969552546547,56.3047656294472,4.86503095647054,-51.4467918812616,-1.07235179895258,0.294235972713002,-0.40718950189619,0.111726207095444,0.218360328385723,6.86194186902899,30.8898102970266,-9.88909673047343,-0.0246480777964612,0.0548427157572046,0.000810372771474879,0.000810372771474879,7.23564680193364,52.921664752319,0.0405186385737439,0.108400374162532,-0.00176028022694208,0.00413853621662147,9.60963166745029,3.84869471040087,9.74137672311731,133.464305439064,-1.81601015617267,-1.80610279069747,0.10541230223568,5.1952294508383,25.4179350034209
-0.229875313792063,-0.2951361479219,0.911306393565291,10.1607518450536,60.6693201253331,5.78023791059444,-54.8963048969342,-1.17697054384719,1.60909647454293,-0.446914948959595,0.611000226429445,0.253882352385056,13.8286670865685,29.7634607542154,-23.0150268476346,-0.0327043140937325,0.146499246540834,0.000810372771474879,0.000810372771474879,7.18509250751273,52.5887463576096,0.0405186385737439,0.108233953037142,-0.00233562868107979,0.0110551133208124,13.0650220545335,8.69956732355014,9.77716405867467,155.777015447959,-2.0126606939819,-1.09232102032876,-0.349590852895327,11.1029379903094,5.38700328009786
-0.400097231344837,-0.124625725265587,0.913229566880403,10.0349214214639,57.7455113336974,6.11071319911155,-51.6425784316569,-1.28334892311213,4.1817074300836,-0.487308557948478,1.5878626465629,0.281091401202399,18.9104506155048,20.1358335200561,-34.4498645299899,-0.0345027720037267,0.155501501700316,0.000810372771474879,0.000810372771474879,7.01175246346361,51.4447116861192,0.0405186385737439,0.108239316799556,-0.00246406830724832,0.0117344407117775,6.83823743108698,2.10504529563299,7.56568282213757,171.842489517393,-2.02076348289007,-1.02488612272984,-1.15273659101575,14.9686598192848,-37.6490405510722
-0.478669510120524,-0.011366916483476,0.915618706177742,10.6353441924055,58.3658866035082,6.55265573418504,-51.8220404902633,-1.51961111329321,6.04734186057556,-0.577021172438149,2.29627452708048,0.346010241398322,19.1130158669618,13.4027802918867,-33.1704196962045,-0.0400233313150639,0.13917152712229,0.000810372771474879,0.000810372771474879,6.72989934029855,49.5818337784713,0.0405186385737439,0.108402057459478,-0.00285832750578116,0.0105021495993741,-8.49095708074757,-16.6927975555073,4.68477089438626,209.833844955782,-2.09657800894653,-2.4062982063595,-2.28169647401165,18.5272295263561,-56.0341895818291
-0.297601435249513,0.00562675345287784,0.971242402488618,10.8720408042276,56.2406374705961,6.69691244411973,-49.5507156599935,-1.76161501299752,6.44728937718529,-0.66891400786192,2.44814113487841,0.406413401645251,16.6411701754695,7.49144813223247,-30.3248649647872,-0.0443609257362192,0.154483836241824,0.000810372771474879,0.000810372771474879,6.2372607125687,46.3195416536097,0.0405186385737439,0.108725771555651,-0.00316810345484727,0.0116576457300151,-26.6141180719423,-38.0384471906988,0.400400462759178,244.557652827033,-2.02985261587672,-3.89675654968504,-3.6334512630353,21.1949385690124,-57.3460732688615
-0.262133607844125,0.00326592837094782,0.940850584441893,11.4674047768055,55.6352723517724,6.84757064969549,-48.7948185897713,-2.02476852633102,6.59382633679852,-0.768837697197042,2.50378361307686,0.460323771502601,14.6003969072201,3.72011359172564,-31.3031714133228,-0.0526979870412808,0.178495298706536,0.000810372771474879,0.000810372771474879,5.69048227675164,42.704492175627,0.0405186385737439,0.109139879677273,-0.00376350745702917,0.0134695966090378,-34.9278179885382,-46.3161161735261,-3.0792777299636,276.430825267773,-1.8998395623716,-4.34782356535745,-4.84961071155353,21.9609829852178,-64.9901450543268
-0.288464042681456,0.0961261124665446,0.96086201492633,11.7832805869505,53.822734886353,6.83685376446244,-46.9922595617831,-2.2792242175209,7.41671054966478,-0.8654586813288,2.81624619586222,0.501297136450593,11.2171891539104,-1.22847808524676,-30.1598596692106,-0.0602445709617583,0.232738058478086,0.000810372771474879,0.000810372771474879,5.22587517019372,39.6349868478064,0.0405186385737439,0.109608476551455,-0.00430245830609225,0.0175628589995781,-39.5497768996958,-49.3652335358787,-6.56659734450118,300.854852912073,-1.63327890796804,-4.53148303423019,-5.96831627867966,17.7782361006066,-79.3171081509273
-0.37012503478412,0.150195354368342,0.935448002635061,12.1006375480543,52.2063153805061,6.7306783038649,-45.4840020645682,-2.54000578750074,8.64135092458546,-0.964481705011434,3.28126215867683,0.545675906656036,5.78001555977792,-8.3293521152664,-23.8720041026256,-0.0666806581040048,0.241587268764708,0.000810372771474879,0.000810372771474879,4.76092551275414,36.5621327966003,0.0405186385737439,0.110202869073764,-0.00476210132689606,0.018230637331742,-46.7321174958964,-55.5936522872192,-10.4955420738904,327.062054181363,-1.25083694390784,-5.25751549491748,-7.02300611299557,13.5250482822432,-103.74815492506
