accel_x,accel_y,accel_z,angle_ankle,angle_knee,angle_shank,angle_thigh,current_ankle,current_knee,current_qaxis_ankle,current_qaxis_knee,ground_reaction_force_vertical,gyro_x,gyro_y,gyro_z,impedance_current_desired_ankle,impedance_current_desired_knee,impedance_damping_ankle,impedance_damping_knee,impedance_equilibrium_angle_ankle,impedance_equilibrium_angle_knee,impedance_stiffness_ankle,impedance_stiffness_knee,impedance_torque_desired_ankle,impedance_torque_desired_knee,loadcell_force_sagittal,loadcell_force_x,loadcell_force_y,loadcell_force_z,loadcell_moment_x,loadcell_moment_y,loadcell_moment_z,velocity_ankle,velocity_knee
-1.23138885540406,0.051367828123416,0.754532793839369,6.32851320226119,60.8022163127874,43.1641298649392,-17.645549496311,-8.26748469233267,8.27343760612732,-3.13929904075647,3.14155945940382,0.281648325200207,-37.9766229873028,64.5397699176857,31.5434344962337,-0.12266258733725,0.111744419664173,0.00243111831442464,0.000810372771474879,-2.85505223356314,46.3765752988901,0.0631749552162416,0.0184236117034889,-0.00876013654526514,0.00843244761679726,-91.5338112585268,-127.228584349073,-2.2197729484344,147.872594235298,-1.23055525281203,-11.2149995315421,0.318079741037621,-92.2706286209192,87.7548190059119
-1.14022802616133,0.0211390941974346,0.742284810357566,4.99276264614863,61.8378303441394,43.8808430589694,-17.9643805620625,-7.20787634075307,7.57313526093,-2.73694843407481,2.8756432149436,0.230590207114503,-45.6168042754942,46.787822904124,43.4724606186294,-0.0991494715745552,0.0973672545193545,0.0024321845943871,0.000811439051437346,-2.17416359057839,48.7035171241617,0.0555361255651283,0.0186739742386761,-0.00708091137027747,0.00734751923893216,-78.2241713099807,-109.037403827678,-1.5882801442933,118.411539220813,-0.988137508191616,-10.5933085503611,0.453815430505193,-98.1697407716142,73.7962129233209
-1.04031982840804,-0.00956776684464173,0.769109299096309,3.37435559544238,62.7624938368085,44.3554208477516,-18.4144621508633,-6.04265559179137,6.77076691225882,-2.29449507424247,2.57097084105305,0.185581840098837,-52.0428680898827,29.8186883929232,52.0888967548602,-0.0740788233158402,0.0864721950210389,0.00244178111404931,0.000821035571099548,-1.37235505006477,50.2115002396288,0.047129574341039,0.0189158065341636,-0.0052904526265627,0.0065253572126087,-65.051152329895,-90.8358668547411,-1.16035501819461,93.4952645050956,-0.758292120200116,-9.75237657485432,0.48989511856702,-106.786249877814,59.0253961609863
-0.9333207434204,-0.0428549703222793,0.846707320568681,1.88151448077968,63.4376665207596,44.6101736139757,-18.8354136306892,-4.71882718872505,5.86086872181107,-1.79181579626008,2.22546762904133,0.143456878201541,-56.4784527680979,13.2571702275826,58.0654015979718,-0.0393112884608544,0.0820855812530329,0.00247910091273565,0.000858355369785892,-1.23945429659024,48.805085438042,0.0450567260940032,0.0188356222809861,-0.00280747587477972,0.00619433494836501,-51.030317496477,-71.3447277774113,-0.823039318311504,71.6301547563694,-0.51909109501998,-8.61563064150487,0.406405984560742,-104.213106707512,46.8318076963134
-0.912432256252348,-0.0765780734066145,0.894644770425178,0.585471760791611,63.9472180483785,44.6583538581175,-19.2972397384253,-3.47980780719092,5.16017345906121,-1.32133988965985,1.95940218736555,0.109001011099051,-58.469035613535,-1.03719548161696,61.8498251911883,-0.00237220640208099,0.0710696909240172,0.00252324490318178,0.000902499360232021,-1.15119705116119,46.7947448988023,0.0434701015098524,0.0187119338053399,-0.000169414753486705,0.00536305479647041,-38.5111881092887,-53.8683359118531,-0.594708615404487,54.6978292068259,-0.312845585103014,-7.46582812694796,0.247641498055503,-97.3723218786089,33.1996374384057
-0.828391824481534,-0.132199766520862,0.924682376235292,-0.627930402927836,64.3123575611123,44.4786285837036,-19.8407083935043,-2.28032562446664,4.41121430403848,-0.865876903544735,1.6750101570895,0.0784786394827811,-57.8030910880429,-18.5019181776993,62.6252055574018,0.0102923949118336,0.0717056707397441,0.00256930819756035,0.000948562654610594,-0.994901577235463,44.4357205983427,0.0415252068583127,0.0185925104495436,0.000735047146507348,0.00541104704966367,-26.9357963301702,-37.7798258293476,-0.31314265409851,40.1239784574574,-0.150543733127103,-6.35333117251384,0.041665632336953,-86.4484619526581,21.1721147646246
-0.704786917863732,-0.212355391777735,0.955739429918046,-1.63621439010349,64.4978833921699,44.0426054763427,-20.4621236796553,-1.19108473389022,3.82056760917131,-0.452274337565932,1.45073195499714,0.0525108786392138,-56.6433307673392,-39.5313106881592,60.3982077509631,0.0168660079106787,0.0767353065792535,0.00261067986010407,0.000989934317154312,-0.874052727371284,42.1989921061667,0.0400409451505587,0.0184764991896272,0.00120451178699538,0.0057905929891897,-16.3111102920339,-23.3316153202513,0.264221927893571,28.4412916967323,-0.11243075353912,-5.26632688426881,-0.0619139572267256,-68.9994128156378,8.66744590128553
-0.648176650928022,-0.244061265047863,0.972667179371456,-2.41859070044954,64.4890309410211,43.3385958218982,-21.1575306356088,-0.363620105961733,3.45064575548628,-0.138072496330605,1.31026658207601,0.0310533095665519,-54.9663841999011,-57.4213213673436,57.37980072895,0.0202678107460413,0.080888133975228,0.00266250106627996,0.00104175552333021,-0.650954172646034,39.0394483369746,0.0379169154653246,0.0183400153544315,0.00144745674669946,0.00610397328668819,-6.8144673931628,-10.618337813103,0.981225605342899,19.4126517347438,-0.16306647270887,-4.27892835471978,-0.0428528056218942,-54.313332426788,-5.94402989807564
-0.600205266871008,-0.264945456018226,0.943986942070902,-3.00441057213411,64.2934176226355,42.3869997743247,-21.9138372475672,0.396099062369237,3.21258088112208,0.150405286833308,1.21986945894345,0.0140668447682857,-50.9041758892321,-75.1397819174667,51.7310170814634,0.0196718890843577,0.0745145673431265,0.00278000511814382,0.00115925957519406,-0.333191509557867,31.2489923463858,0.0351787085217095,0.0179612727117632,0.001404898088514,0.00562301175931275,1.29212456321797,0.11461563963049,1.71272444194777,12.7068752411746,-0.223400299253402,-3.43784103287798,-0.0311953280782624,-37.29286778706,-20.959669102712
-0.5505683214998,-0.277094678705138,0.914001296261665,-3.35381391746607,63.8812614658688,41.2006361959459,-22.687327214323,0.768826477638732,3.00530971096177,0.29193597733514,1.14116520851234,0.00262793567311529,-45.6323387160397,-92.5389006646443,43.99144759814,0.0216610343254531,0.0764630779897104,0.00290113452188007,0.00128038897893031,-0.0952147233806082,23.0899068941468,0.033195427791521,0.0175428644544912,0.0015469559424907,0.00577005009919111,7.06552238804937,7.73113175705206,2.26102582937811,8.29958817387767,-0.265064016375522,-2.83844163495246,-0.0701505303428071,-26.9847223986098,-32.8365581821587
